,Food,Fodder,Fuelwood,Water,Coal,Oil,Natural Gas,Primary electricity
,,,,Wind,,,,
,,,,,,,,
1917,2.1,1,0,0,95.2,1.7,0,0
1918,2.3,1,0,0,93.7,3,0,0
1919,2.4,1,0,0,95.1,1.5,0,0
1920,2.3,0.9,0,0,95,1.8,0,0
1921,3.3,1.2,0,0,91.7,3.8,0,0
1922,2.6,0.9,0,0,94,2.5,0,0
1923,2.5,0.8,0,0,94.4,2.3,0,0
1924,2.4,0.7,0,0,94.3,2.6,0,0
1925,2.6,0.7,0,0,94.2,2.5,0,0
1926,3.6,1,0,0,90.5,4.9,0,0
1927,2.5,0.7,0,0,93.4,3.5,0,0
1928,2.6,0.7,0,0,92.9,3.8,0,0
1929,2.5,0.6,0,0,92.5,4.4,0,0
1930,2.6,0.6,0,0,91.6,5.1,0,0
1931,2.8,0.6,0,0,91.4,5.2,0,0
1932,2.9,0.6,0,0,91.2,5.3,0,0
1933,2.9,0.6,0,0,90.7,5.8,0,0
1934,2.7,0.5,0,0,90.6,6.1,0,0
1935,2.7,0,0,0,91.3,6,0,0
1936,2.6,0,0,0,91.5,5.9,0,0
1937,2.5,0,0,0,91.5,6.1,0,0
1938,2.7,0,0,0,92,5.3,0,0
1939,2.6,0,0,0,92.5,4.9,0,0
1940,2.7,0,0,0,93.1,4.3,0,0
1941,2.6,0,0,0,92.7,4.7,0,0
1942,2.6,0,0,0,92.8,4.6,0,0
1943,2.7,0,0,0,92.2,5.1,0,0
1944,2.8,0,0,0,89.7,7.5,0,0
1945,2.9,0,0,0,90.7,6.4,0,0
1946,2.8,0,0,0,91.4,5.8,0,0
1947,2.8,0,0,0,90.2,7,0,0
1948,2.7,0,0,0,90.2,7,0,0
1949,2.8,0,0,0,89.8,7.5,0,0
1950,2.7,0,0,0,89.3,8,0,0
1951,2.6,0,0,0,88.9,8.5,0,0
1952,2.6,0,0,0,88.5,8.9,0,0
1953,2.7,0,0,0,87.7,9.6,0,0
1954,2.7,0,0,0,87,10.3,0,0
1955,2.7,0,0,0,86.1,11.2,0,0
1956,2.7,0,0,0,85.4,12,0,0
1957,2.7,0,0,0,85.2,12.1,0,0
1958,2.8,0,0,0,81.8,15.4,0,0
1959,2.8,0,0,0,78.5,18.7,0,0
1960,2.7,0,0,0,76.5,20.6,0,0.2
1961,2.7,0,0,0,74.7,22.3,0,0.3
1962,2.7,0,0,0,72.7,24.2,0.1,0.3
1963,2.6,0,0,0,71.3,25.6,0.1,0.4
1964,2.6,0,0,0,68.7,28.1,0.1,0.5
1965,2.5,0,0,0,66.2,30.2,0.4,0.8
1966,2.5,0,0,0,63.1,33,0.4,1
1967,2.6,0,0,0,59.7,36,0.6,1.1
1968,2.5,0,0,0,58,36.9,1.3,1.2
1969,2.4,0,0,0,55.1,38.7,2.5,1.3
1970,2.4,0,0,0,51.4,40.2,4.9,1.2
1971,2.4,0,0,0,47.1,41.4,8,1.2
1972,2.3,0,0,0,41,44.1,11.3,1.3
1973,2.2,0,0,0,42.3,42.8,11.7,1.2
1974,2.2,0,0,0,39.4,42.2,14.7,1.4
1975,2.2,0,0,0,42.2,38.3,15.9,1.3
1976,2.2,0,0,0,42.1,37.5,16.7,1.5
1977,2.2,0,0,0,41.4,37.4,17.4,1.7
1978,2.2,0,0,0,40.1,38.2,18,1.6
1979,2.1,0,0,0,41,36.6,18.8,1.5
1980,2.2,0,0,0,42.3,33.6,20.2,1.6
1981,2.3,0,0,0,42.4,32.2,21.4,1.7
1982,2.3,0,0,0,40.5,33.5,21.7,2
1983,2.3,0,0,0,40.7,32.1,22.7,2.3
1984,2.3,0,0,0,29.3,41.8,24.1,2.5
1985,2.1,0,0,0,37.4,33.6,24.2,2.6
1986,2.1,0,0,0,39.2,32.3,23.8,2.7
