,Food,Fodder,Fuelwood,Water,Coal,Oil,Natural Gas,Primary electricity
,,,,Wind,,,,
,,,,,,,,
1996,3.1,0.3,7.1,0.1,9.2,42.6,17,20.7
1997,3.3,0.3,7,0.1,8.5,42.3,17,21.6
1998,3.1,0.3,6.9,0.1,9.5,42.5,17.3,20.4
1999,3.1,0.3,6.8,0.1,8.5,42.2,17.7,21.2
2000,3.1,0.3,6.8,0.1,8.3,41,18.7,21.7
2001,3,0.2,6.3,0.1,6.6,43.1,18.8,21.8
2002,3,0.2,6.1,0.1,7.2,42.3,19,22.1
2003,3,0.2,6.2,0.1,7.4,41.1,19.6,22.4
2004,3,0.2,6.2,0.1,7.1,41.2,19.9,22.3
2005,3,0.2,6.3,0.1,7.4,41,20.4,21.7
2006,3,0.2,6.4,0.1,6.9,41,20,22.4
2007,3.2,0.3,7.3,0.1,7.2,39.2,21.2,21.5
2008,3.2,0.3,8,0.1,6.9,38.9,20.7,21.9
