,Food,Fodder,Fuelwood,Water,Coal,Oil,Natural Gas,Primary electricity
,,,,Wind,,,,
,,,,,,,,
1908,8.6,5.5,7.9,2.3,72.8,2.9,0,0
1909,8.4,5.4,7.5,2.2,73.8,2.8,0,0
1910,8.4,5.4,6.3,2.1,75.1,2.7,0,0
1911,8,5.2,7.1,1.9,75.1,2.6,0,0
1912,7.2,4.7,9.5,1.7,74.6,2.3,0,0
1913,6.5,4.3,3.8,1.5,82,1.9,0,0
1914,7.6,5,5.1,1.6,78.4,2.3,0,0
1915,7.5,5,5,1.5,78.8,2.3,0,0
1916,8,5.4,6.1,1.4,76.6,2.4,0,0
1917,10.6,7.1,10.8,1.8,68.1,1.7,0,0
1918,11.8,8,11.6,1.8,66.8,0,0,0
1919,8.9,5.7,8.6,1.3,70.9,4.6,0,0
1920,8.9,5.6,8.2,1.2,70.1,6,0,0
1921,8.9,5.6,4.2,1.1,74.1,6,0,0
1922,7.9,4.8,3.7,0.9,76.3,6.3,0,0
1923,8,4.7,3.6,0.9,75.3,7.5,0,0
1924,7.4,4.2,3.3,0.7,77.1,7.2,0,0
1925,7.2,3.9,3.2,0.7,78.4,6.5,0,0
1926,7.2,3.8,3.2,0.6,77.9,7.3,0,0
1927,6.6,3.3,2.8,0.5,78.6,8,0,0
1928,6.5,3.2,2.8,0.5,79.5,7.6,0,0
1929,6.1,2.9,2.5,0.4,80.3,7.8,0,0
1930,6.3,2.8,2.6,0.4,80.1,7.8,0,0
1931,6.4,2.8,2.6,0.4,78.8,9,0,0
1932,6.8,2.8,2.7,0.4,79.5,7.9,0,0
1933,6.8,2.7,2.6,0.3,79.2,8.4,0,0
1934,6.8,2.6,2.6,0.3,79,8.8,0,0
1935,7,2.9,2.6,0.3,76.4,10.8,0,0
1936,6.9,2.8,2.5,0.3,75.7,11.8,0,0
1937,6.3,2.6,2.3,0.2,76,12.4,0,0
1938,6.5,2.8,2.4,0.2,74,14.1,0,0
1939,6,2.7,2.3,0.2,73,15.8,0,0
1940,7.9,3.5,3.2,0.2,78.3,6.8,0,0
1941,8.4,3.6,3,0.2,84,0.8,0,0
1942,8.7,3.9,3.5,0.2,83,0.7,0,0
1943,8.8,3.6,3.3,0.2,83.8,0.3,0,0
1944,12.3,4.9,4.3,0.3,78.2,0,0,0
1945,15.9,6.2,5.4,0.4,71.8,0.2,0,0.1
1946,8.3,3.2,2.5,0.2,69.8,16,0,0
1947,7,2.8,2,0.1,69.9,18.2,0,0
1948,6.3,2.3,2.2,0.1,63.2,25.8,0,0
1949,6.3,2.1,1.8,0.1,68,21.6,0,0
1950,6.5,2,1.2,0.1,74.8,15,0.3,0
1951,11.5,1.7,1.2,0.1,69.3,15.7,0.3,0.2
1952,11.5,1.7,1.4,0.1,68.7,16.2,0.3,0.1
1953,6.3,1.8,0.9,0.1,72,18.6,0.2,0
1954,6,1.7,1,0.1,71.2,19.5,0.5,0
